month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
2018-08,Alabama,22465,0,5991,5741,218,274,0,12,6,1,1386,1063,5,0,0,0,0,0,39,25,1,0,0,0,37227
2018-08,Alaska,218,0,2593,3057,220,181,0,5,0,0,208,188,1,54,43,0,0,0,17,31,1,0,1,0,6818
2018-08,Arizona,12014,455,10833,6987,887,693,0,18,5,1,1350,665,7,160,20,1,0,0,30,17,4,1,1,0,34149
2018-08,Arkansas,5684,690,4809,5590,226,342,95,14,17,0,1366,1628,2,0,0,0,0,0,20,13,6,0,0,0,20502
2018-08,California,38687,0,34617,25666,3117,0,0,0,0,0,500,418,14,0,0,0,0,0,0,0,0,0,0,0,103019
2018-08,Colorado,10004,0,16160,12392,1062,971,0,0,0,0,0,0,0,287,44,2,0,0,0,0,0,0,0,0,40922
2018-08,Connecticut,7057,466,4519,1690,605,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14338
2018-08,Delaware,173,0,1262,1162,85,58,0,1,1,1,20,12,0,43,0,0,0,0,67,27,2,0,0,0,2914
2018-08,District of Columbia,235,0,91,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329
2018-08,Florida,17524,0,44227,15734,3176,1935,7,92,33,0,4175,1495,3,810,91,3,0,0,164,103,20,62,56,1,89711
2018-08,Georgia,17288,0,10894,7419,431,486,0,26,14,1,2121,1305,8,0,0,0,0,0,28,21,4,0,0,0,40046
2018-08,Guam,0,0,84,37,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
2018-08,Hawaii,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1129
2018-08,Idaho,5550,3,3374,3899,254,185,0,8,12,0,421,535,0,38,6,0,0,0,10,15,1,0,1,0,14312
2018-08,Illinois,14583,199766,17992,9858,0,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242864
2018-08,Indiana,31327,0,15764,10339,1252,698,10,5,6,2,571,542,12,39,3,0,0,0,77,43,16,1,3,2,60712
2018-08,Iowa,6819,5279,160,1935,18,6,0,0,0,0,1,52,0,17,8,1,0,0,1,9,0,0,0,0,14306
2018-08,Kansas,1902,6,4500,4505,365,299,0,6,2,1,642,383,9,33,3,0,0,0,15,17,1,0,1,0,12690
2018-08,Kentucky,393679,0,7250,6241,306,490,4,18,25,0,2022,1681,3,4,0,0,0,0,30,45,1,0,1,0,411800
2018-08,Louisiana,2866,20,9103,8745,693,619,3,9,13,0,1218,926,4,0,0,0,0,0,26,21,5,2,0,0,24273
2018-08,Maine,466,0,2835,2946,236,138,0,0,1,0,138,132,2,17,10,0,0,0,18,10,1,1,0,0,6951
2018-08,Mariana Islands,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2018-08,Maryland,2612,0,4148,4001,103,34,0,4,0,0,78,121,7,54,24,0,0,0,0,30,62,2,1,0,11281
2018-08,Massachusetts,10497,0,4322,2396,428,221,5,0,0,2,3,8,1,0,1,0,0,0,50,30,8,2,1,0,17975
2018-08,Michigan,19265,6,8110,7973,440,156,0,0,5,1,11,260,1,95,16,0,0,0,21,17,4,0,0,0,36381
2018-08,Minnesota,28585,0,3773,8142,312,189,0,1,2,0,135,343,0,22,12,0,0,0,13,16,3,0,0,0,41548
2018-08,Mississippi,2496,0,7489,6695,320,394,0,30,17,0,1782,1268,4,7,1,0,0,0,17,17,6,2,0,0,20545
2018-08,Missouri,1381,0,16706,13657,1371,1004,0,14,6,0,1818,1174,5,253,24,5,0,0,124,117,9,3,3,0,37674
2018-08,Montana,1069,0,2617,3805,162,218,13,5,11,0,489,842,0,34,8,2,0,0,14,17,2,0,1,0,9309
2018-08,Nebraska,2744,16,95,1493,16,7,0,0,0,1,11,50,0,8,2,0,0,0,0,13,0,0,0,0,4456
2018-08,Nevada,2104,0,4164,2137,271,198,0,0,0,0,328,147,0,0,1,0,0,0,0,0,0,0,0,0,9350
2018-08,New Hampshire,1431,0,4382,2960,139,1,13,0,1,0,0,8,0,59,3,3,0,0,0,5,0,0,0,0,9005
2018-08,New Jersey,0,0,4069,2968,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7216
2018-08,New Mexico,796,0,5303,4077,421,293,0,7,6,0,523,532,4,60,0,0,0,0,1,13,0,0,2,0,12038
2018-08,New York,2942,2500,8314,11362,970,193,0,0,0,2,55,25,5,29,49,1,3,2,392,262,18,12,9,0,27145
2018-08,North Carolina,22956,0,1180,10190,738,217,0,11,13,1,2354,2068,9,0,0,0,7,4,10,35,4,0,3,0,39800
2018-08,North Dakota,546,0,1284,2475,102,79,14,3,4,0,89,96,0,0,0,0,0,0,5,2,1,0,0,0,4700
2018-08,Ohio,14802,482,18482,12449,1181,894,0,11,4,0,1236,602,7,63,10,5,0,0,29,27,1,1,2,1,50289
2018-08,Oklahoma,8,0,9823,8558,981,849,9,20,13,1,2064,1711,5,0,0,0,0,0,83,47,11,2,4,1,24190
2018-08,Oregon,4732,31,11938,8751,0,10,3,0,0,0,0,0,0,130,51,2,0,0,0,0,0,0,0,0,25648
2018-08,Pennsylvania,23896,0,38142,11911,48,0,213,0,0,0,0,0,0,590,143,1,0,0,0,0,0,0,0,0,74944
2018-08,Puerto Rico,0,0,2414,247,90,42,0,0,0,0,13,7,0,0,0,0,0,0,1,0,0,1,1,0,2816
2018-08,Rhode Island,0,0,911,589,66,124,0,0,0,0,4,1,0,7,2,7,0,0,10,9,0,2,1,0,1733
2018-08,South Carolina,10452,76,8135,5763,513,375,2,5,12,1,1134,663,1,93,9,0,0,0,26,19,0,0,1,0,27280
2018-08,South Dakota,1426,0,2012,3041,155,139,0,4,1,1,170,192,1,0,0,0,0,0,4,6,3,0,0,1,7156
2018-08,Tennessee,17141,0,20996,13165,1112,0,0,0,0,0,0,0,0,57,9,3,0,0,0,0,0,0,0,0,52483
2018-08,Texas,45037,0,37819,35212,2934,2323,2,77,40,1,6819,4157,47,47,3,0,0,0,92,97,9,8,1,2,134727
2018-08,Utah,15480,355,2650,2996,254,0,0,1,0,0,299,344,0,176,53,26,0,0,0,0,0,0,0,0,22634
2018-08,Vermont,0,0,1336,1251,99,75,2,0,0,0,2,4,1,0,0,0,0,0,5,6,0,0,0,0,2781
2018-08,Virgin Islands,27,0,27,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
2018-08,Virginia,1786,7,18729,11694,2329,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,34578
2018-08,Washington,13560,46,14615,9761,1874,552,1,16,10,4,1347,1042,13,464,103,4,0,0,793,592,51,9,9,1,44867
2018-08,West Virginia,2248,0,4986,4987,265,375,14,14,15,0,1158,1240,0,6,2,1,0,0,27,26,2,0,0,0,15366
2018-08,Wisconsin,9330,2,11118,10987,697,41,0,0,2,3,141,277,3,69,41,3,0,0,0,18,0,0,0,0,32732
2018-08,Wyoming,279,0,1570,2059,87,99,0,0,4,0,125,205,3,0,0,0,0,0,6,8,0,0,0,0,4445
2018-07,Alabama,20642,0,5110,4540,222,222,0,9,7,0,1011,734,4,0,0,0,0,0,37,31,1,1,0,1,32572
2018-07,Alaska,307,0,2391,2195,180,182,0,0,2,0,199,128,1,57,35,0,0,0,16,20,1,0,0,0,5714
2018-07,Arizona,6265,484,10166,5848,1020,618,0,11,5,1,1181,527,1,170,15,0,0,0,22,21,4,0,0,0,26359
2018-07,Arkansas,7406,1350,4245,3625,237,289,59,11,14,0,1013,1117,1,0,0,0,0,0,11,17,3,0,1,0,19399
2018-07,California,39153,0,30486,21136,3054,0,0,0,0,0,482,351,10,0,0,0,0,0,0,0,0,0,0,0,94672
2018-07,Colorado,9818,0,15420,10239,1106,901,0,0,0,0,0,0,0,244,59,1,0,0,0,0,0,0,0,0,37788
2018-07,Connecticut,6810,405,4379,1611,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13650
2018-07,Delaware,266,0,1314,950,103,63,0,0,1,0,10,9,1,47,0,0,0,0,52,19,4,1,0,0,2840
2018-07,District of Columbia,156,0,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246
2018-07,Florida,15888,0,42524,13468,3215,1851,1,115,45,1,3434,1218,5,725,58,5,0,0,151,87,22,51,44,1,82909
2018-07,Georgia,15689,0,9759,5232,469,429,0,14,8,1,1633,946,11,0,0,0,0,0,40,8,5,0,0,0,34244
2018-07,Guam,0,0,93,43,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
2018-07,Hawaii,1050,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1057
2018-07,Idaho,6898,4,3202,3160,247,165,0,3,3,0,340,374,2,46,10,0,0,0,8,14,0,1,1,0,14478
2018-07,Illinois,13684,160026,16840,7743,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198971
2018-07,Indiana,36004,0,13914,7825,1101,567,6,5,8,3,466,393,14,40,0,3,0,0,63,36,8,0,1,0,60457
2018-07,Iowa,4429,4238,76,1469,31,4,0,0,0,0,1,46,0,20,7,2,0,0,1,5,0,0,0,0,10329
2018-07,Kansas,1781,5,4579,3410,444,254,0,5,3,1,510,286,4,22,5,0,0,0,17,23,14,0,1,0,11364
2018-07,Kentucky,379409,0,6306,4537,295,341,2,17,14,1,1469,1123,1,19,4,0,0,0,18,24,1,2,0,0,393583
2018-07,Louisiana,2657,1,8596,6115,665,513,0,8,5,0,929,705,2,0,0,0,0,0,19,13,0,0,1,0,20229
2018-07,Maine,533,0,2542,2294,222,143,1,0,0,0,98,92,2,12,7,0,0,0,11,10,0,1,0,0,5968
2018-07,Mariana Islands,0,0,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2018-07,Maryland,2424,0,3730,3398,115,36,0,0,1,0,54,93,0,63,19,0,0,0,0,14,71,1,1,0,10020
2018-07,Massachusetts,8310,0,3380,1997,383,126,0,0,0,0,7,2,0,0,0,0,0,0,37,26,5,0,2,0,14275
2018-07,Michigan,17657,15,7846,6018,457,146,1,0,2,0,10,188,1,54,15,0,0,0,16,15,1,0,0,1,32443
2018-07,Minnesota,26954,0,3275,5135,310,160,0,1,2,0,106,267,1,20,13,1,0,0,9,23,2,0,0,0,36279
2018-07,Mississippi,1850,0,5884,3568,291,281,0,26,18,1,1363,883,3,9,1,0,0,0,17,9,2,0,0,0,14206
2018-07,Missouri,733,0,14330,10470,1187,784,0,8,8,0,1359,894,7,199,27,13,0,0,73,42,16,2,5,0,30157
2018-07,Montana,995,1,2421,2865,192,205,13,4,3,0,420,627,0,22,4,0,0,0,5,17,0,0,0,0,7794
2018-07,Nebraska,2973,3,91,1090,16,1,0,0,1,0,5,30,0,3,0,0,0,0,0,7,0,0,0,0,4220
2018-07,Nevada,2530,0,3678,1799,279,206,0,0,0,1,302,108,0,0,0,0,0,0,0,0,0,0,0,0,8903
2018-07,New Hampshire,1289,0,4157,2332,147,1,17,0,0,0,0,14,1,60,3,3,0,0,0,5,0,0,0,0,8029
2018-07,New Jersey,0,0,4193,2486,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6857
2018-07,New Mexico,767,0,4795,3252,423,353,0,5,10,0,448,383,4,30,0,0,0,0,7,7,1,0,0,0,10485
2018-07,New York,2615,1322,7901,8692,916,163,0,1,1,1,53,29,5,22,40,1,2,3,353,250,14,10,10,1,22405
2018-07,North Carolina,22044,0,1145,7771,716,165,0,11,14,3,1855,1477,9,0,0,0,8,4,4,13,2,1,1,1,35244
2018-07,North Dakota,589,0,1079,1791,99,49,2,1,3,1,69,96,1,0,0,0,0,0,4,5,2,0,0,0,3791
2018-07,Ohio,13859,1115,16942,10255,1102,778,0,9,7,0,1018,490,1,50,6,0,0,0,30,19,4,1,2,1,45689
2018-07,Oklahoma,2,0,8920,6314,903,763,10,10,10,0,1627,1261,7,0,0,0,0,0,45,42,16,1,0,1,19932
2018-07,Oregon,4733,40,10543,7700,0,2,0,0,0,0,0,0,0,104,49,0,0,0,0,0,0,0,0,0,23171
2018-07,Pennsylvania,22245,0,33494,9738,29,0,264,0,0,0,0,0,0,526,95,0,0,0,0,0,0,0,0,0,66391
2018-07,Puerto Rico,0,0,1968,139,110,35,0,1,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,0,2268
2018-07,Rhode Island,0,0,799,453,67,109,0,0,0,0,5,0,0,7,0,10,0,0,12,4,0,3,3,0,1472
2018-07,South Carolina,4018,45,6972,4037,592,264,0,9,2,1,891,499,3,67,4,3,0,0,12,11,2,0,2,0,17434
2018-07,South Dakota,954,0,1678,2160,165,91,0,3,0,0,152,167,1,0,0,0,0,0,5,6,2,1,0,0,5385
2018-07,Tennessee,18098,0,19188,9840,1071,0,0,0,0,0,0,0,0,58,5,1,0,0,0,0,0,0,0,0,48261
2018-07,Texas,49290,0,35363,23141,2882,2001,0,57,39,3,5821,3196,44,35,7,0,0,0,101,75,10,3,3,0,122071
2018-07,Utah,15950,250,2603,2497,246,0,0,2,2,0,249,263,0,168,47,24,0,0,0,0,0,0,0,0,22301
2018-07,Vermont,0,0,1156,999,97,45,2,0,0,1,5,2,1,0,0,0,0,0,1,4,0,0,0,0,2313
2018-07,Virgin Islands,97,0,37,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
2018-07,Virginia,1802,25,18547,10039,2474,0,0,0,0,0,0,0,0,35,8,1,0,0,0,0,0,0,0,0,32931
2018-07,Washington,12969,54,13547,8385,1695,572,4,9,13,0,1103,876,8,425,93,7,0,0,704,502,58,6,10,0,41040
2018-07,West Virginia,2354,0,4473,3951,242,293,3,9,11,0,923,806,1,7,0,1,0,0,36,24,1,1,0,0,13136
2018-07,Wisconsin,8542,0,9351,7471,693,36,0,0,2,9,137,192,1,122,20,1,0,0,0,21,0,0,0,0,26598
2018-07,Wyoming,610,5,1448,1559,90,84,2,1,3,0,145,146,1,0,0,0,0,0,7,15,0,1,1,0,4118
2018-06,Alabama,19140,0,5868,4646,284,514,0,9,7,0,1186,870,4,0,0,0,0,0,23,19,1,0,1,0,32572
2018-06,Alaska,250,5,2788,2324,224,191,0,8,2,0,217,164,0,56,43,0,0,0,16,39,3,0,0,0,6330
2018-06,Arizona,7179,508,10785,5965,1096,584,0,13,6,0,1209,505,6,135,10,0,0,0,17,17,6,0,0,0,28041
2018-06,Arkansas,6651,914,4478,3528,297,511,30,13,18,0,1165,1176,7,0,0,0,0,0,4,12,4,1,0,0,18809
2018-06,California,38623,0,32684,23612,3921,0,0,0,0,0,465,352,26,0,0,0,0,0,0,0,0,0,0,0,99683
2018-06,Colorado,9778,0,15796,10351,1215,964,0,0,0,0,0,0,0,224,64,3,0,0,0,0,0,0,0,0,38395
2018-06,Connecticut,7210,464,4725,1673,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14440
2018-06,Delaware,395,0,1412,1019,171,71,0,1,1,0,17,5,1,35,0,0,0,0,46,30,5,2,0,0,3211
2018-06,District of Columbia,176,0,79,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,259
2018-06,Florida,17573,0,44821,14764,3586,2475,0,17,3,0,3581,1225,11,711,88,2,0,0,76,27,6,16,8,1,88991
2018-06,Georgia,14667,0,11269,5571,475,881,0,18,13,2,1930,1083,4,0,0,0,0,0,37,12,0,1,0,0,35963
2018-06,Guam,0,0,92,38,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
2018-06,Hawaii,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1170
2018-06,Idaho,6581,0,3609,3734,301,240,0,4,4,0,404,442,2,36,9,2,0,0,12,18,0,1,2,0,15401
2018-06,Illinois,12711,186091,17755,7827,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225006
2018-06,Indiana,47508,0,15459,8455,1214,664,18,5,7,1,499,407,13,32,3,5,0,0,75,42,12,3,1,0,74423
2018-06,Iowa,4850,4416,92,1415,39,1,0,0,0,0,2,48,1,27,4,0,0,0,1,7,1,0,0,0,10904
2018-06,Kansas,2074,5,4344,3247,438,434,0,5,2,1,588,313,2,18,9,0,0,0,9,7,4,0,1,0,11501
2018-06,Kentucky,395679,0,7130,4686,304,523,0,22,9,2,1817,1360,0,11,9,0,0,0,26,25,2,1,0,0,411606
2018-06,Louisiana,2937,87,9703,5683,757,1311,0,11,7,2,1055,749,2,0,0,0,0,0,14,19,1,1,0,0,22339
2018-06,Maine,512,0,2655,2342,223,163,0,2,0,0,118,102,1,19,1,0,0,0,8,8,1,0,1,0,6156
2018-06,Mariana Islands,0,0,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2018-06,Maryland,2154,0,4095,3608,141,29,0,0,0,0,73,125,1,64,19,0,0,0,0,18,4,0,2,0,10333
2018-06,Massachusetts,9045,0,3996,2249,398,152,3,0,0,0,4,4,0,2,1,1,0,0,41,27,6,1,0,0,15930
2018-06,Michigan,17691,3,8369,6096,568,168,0,0,4,1,8,215,0,102,44,0,0,0,16,21,2,0,0,0,33308
2018-06,Minnesota,28390,0,3603,5075,376,210,0,3,1,1,143,305,1,34,12,1,0,0,17,28,4,0,0,0,38204
2018-06,Mississippi,2123,0,6446,3594,285,723,0,26,10,0,1643,983,3,0,0,0,0,0,14,4,1,1,1,1,15858
2018-06,Missouri,658,0,15679,10488,1421,1386,0,6,7,1,1619,1000,4,200,21,9,0,0,54,56,5,0,1,1,32616
2018-06,Montana,1171,0,2592,3377,194,190,10,8,3,0,440,702,0,25,11,4,0,0,7,12,0,0,0,0,8746
2018-06,Nebraska,3140,5,103,1089,17,3,0,0,0,1,3,34,0,11,5,0,0,0,0,7,0,0,0,0,4418
2018-06,Nevada,2220,0,4117,2112,317,223,0,0,0,0,324,129,0,0,0,0,0,0,0,0,0,0,0,0,9442
2018-06,New Hampshire,1260,0,4430,2542,147,11,18,0,1,2,0,11,1,83,3,0,0,0,0,2,0,0,0,0,8511
2018-06,New Jersey,0,0,4609,2626,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7413
2018-06,New Mexico,979,0,5109,3363,471,268,0,4,3,1,500,497,3,50,0,0,0,0,4,6,1,0,0,0,11259
2018-06,New York,2168,1127,8745,9688,1028,205,0,1,0,2,50,38,3,37,57,1,4,5,456,259,28,8,9,2,23921
2018-06,North Carolina,22909,0,1348,8100,762,199,0,13,17,1,2150,1777,12,0,0,0,12,8,3,32,2,0,4,1,37350
2018-06,North Dakota,724,0,1248,1778,100,57,8,2,2,0,76,107,0,0,0,0,0,0,6,13,3,0,0,0,4124
2018-06,Ohio,15490,451,17338,10649,1163,759,0,8,2,2,1180,583,3,55,8,0,0,0,33,25,3,0,4,0,47756
2018-06,Oklahoma,1,0,10295,6449,971,1310,2,18,10,1,1947,1345,7,0,0,0,0,0,52,44,13,3,3,0,22471
2018-06,Oregon,5105,16,12700,8659,0,3,4,0,0,0,0,0,0,136,62,0,0,0,0,0,0,0,0,0,26685
2018-06,Pennsylvania,22056,0,37280,10817,29,0,341,0,0,0,0,0,0,503,79,1,0,0,0,0,0,0,0,0,71106
2018-06,Puerto Rico,0,0,2174,187,109,23,0,2,1,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,2522
2018-06,Rhode Island,0,0,834,582,65,141,0,0,0,1,5,2,0,25,2,7,0,0,11,5,1,2,2,0,1685
2018-06,South Carolina,3611,23,7950,3967,612,665,0,14,2,0,1077,541,2,84,11,0,0,0,17,16,3,2,0,0,18597
2018-06,South Dakota,954,0,1880,2313,151,121,0,0,1,0,140,191,4,0,0,0,0,0,9,14,1,0,0,0,5779
2018-06,Tennessee,14845,0,20805,10399,1821,0,5,0,0,0,0,0,0,54,9,0,0,0,0,0,0,0,0,0,47938
2018-06,Texas,25805,0,39032,24252,3160,5747,77,61,27,4,6217,3352,38,44,3,0,0,0,98,72,14,2,3,0,108008
2018-06,Utah,22412,50,2941,2704,277,0,0,0,4,0,270,305,2,160,27,24,0,0,0,0,0,0,0,0,29176
2018-06,Vermont,0,0,1347,1181,107,74,0,0,0,0,5,3,0,0,0,0,0,0,3,4,1,0,0,0,2725
2018-06,Virgin Islands,65,0,46,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
2018-06,Virginia,2384,6,17812,9865,2376,0,0,0,0,0,0,0,0,45,6,2,0,0,0,0,0,0,0,0,32496
2018-06,Washington,12764,54,15069,9423,1865,574,3,10,11,1,1219,951,12,411,112,18,0,0,884,639,47,11,12,0,44090
2018-06,West Virginia,2315,0,4988,4109,275,302,2,16,11,0,1077,981,3,9,0,2,0,0,20,12,5,0,0,0,14127
2018-06,Wisconsin,7537,0,9993,7627,708,47,0,0,1,4,153,208,4,98,11,3,0,0,0,9,0,0,0,0,26403
2018-06,Wyoming,467,29,1633,1660,95,80,2,7,3,0,186,182,0,0,0,0,0,0,6,8,3,1,0,0,4362
2018-05,Alabama,19919,3,5784,5039,253,214,0,12,9,1,1112,809,3,0,0,0,0,0,20,13,2,0,0,0,33193
2018-05,Alaska,318,1,3363,2879,283,223,0,1,3,0,213,160,3,33,35,0,0,0,18,13,1,1,0,0,7548
2018-05,Arizona,6691,502,11194,6241,1173,652,0,13,7,1,1117,503,4,136,7,0,0,0,28,12,1,0,3,0,28285
2018-05,Arkansas,6293,870,4355,3442,254,260,57,12,10,2,1010,1057,3,0,0,0,0,0,12,25,5,0,0,0,17667
2018-05,California,40430,0,34433,24797,3995,0,0,0,0,0,487,341,15,0,0,0,0,0,0,0,0,0,0,0,104498
2018-05,Colorado,11662,0,16113,11143,1282,1000,0,0,0,0,0,0,0,290,88,5,0,0,0,0,0,0,0,0,41583
2018-05,Connecticut,7459,374,4454,1775,346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14409
2018-05,Delaware,722,0,1422,1107,175,80,0,1,0,0,13,7,0,39,0,0,0,0,56,47,4,1,0,0,3674
2018-05,District of Columbia,199,0,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
2018-05,Florida,21026,0,47755,15850,3723,2086,4,13,7,0,3039,1125,6,705,82,6,0,0,28,16,3,3,2,2,95481
2018-05,Georgia,18886,0,11159,5669,496,445,0,26,9,0,1759,1023,9,0,0,0,0,0,36,10,0,0,0,1,39528
2018-05,Guam,0,0,90,46,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
2018-05,Hawaii,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1187
2018-05,Idaho,9651,2,3387,3812,302,206,0,3,5,0,359,419,0,46,21,2,0,0,10,15,2,1,0,0,18243
2018-05,Illinois,13239,193052,18631,8397,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233963
2018-05,Indiana,51103,0,15856,8256,1296,648,37,4,6,3,424,369,17,45,1,0,0,0,41,28,5,2,2,0,78143
2018-05,Iowa,6620,5424,95,1507,36,6,0,0,2,0,2,44,0,21,4,0,0,0,0,5,0,0,0,0,13766
2018-05,Kansas,1816,5,4305,3307,434,252,0,7,0,0,603,271,7,20,8,2,0,0,14,10,1,0,0,0,11062
2018-05,Kentucky,379571,0,7620,4696,344,434,3,10,20,0,1570,1165,1,13,3,0,0,0,23,13,0,0,1,0,395487
2018-05,Louisiana,2794,58,9039,5435,710,494,0,11,9,0,956,709,1,0,0,0,0,0,30,15,3,1,0,0,20265
2018-05,Maine,754,0,2978,2362,302,188,1,0,0,0,118,106,2,17,4,1,0,0,5,8,0,1,0,0,6847
2018-05,Mariana Islands,0,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2018-05,Maryland,3076,0,4503,3961,132,27,0,1,0,0,59,121,1,65,23,1,0,0,0,17,2,1,0,0,11990
2018-05,Massachusetts,11331,0,4167,2351,410,181,0,0,0,0,6,1,0,0,1,0,0,0,60,45,15,3,3,0,18574
2018-05,Michigan,19715,8,8598,6049,620,183,0,1,1,0,12,199,0,121,15,0,0,0,21,19,0,0,1,0,35563
2018-05,Minnesota,36965,0,4034,5435,445,188,0,0,0,0,115,278,1,31,9,3,0,0,10,17,1,0,1,0,47533
2018-05,Mississippi,2717,0,6653,3624,315,276,0,20,9,0,1472,874,2,0,0,0,0,0,21,14,1,0,1,0,15999
2018-05,Missouri,710,0,15576,10536,1334,770,0,6,8,1,1409,843,9,198,40,6,0,0,71,71,11,2,5,1,31607
2018-05,Montana,1279,3,2557,3578,194,219,5,3,1,0,419,635,0,26,1,1,0,0,8,15,0,6,2,0,8952
2018-05,Nebraska,3803,19,111,1139,20,7,0,0,0,0,6,45,0,6,0,0,0,0,0,9,0,0,0,0,5165
2018-05,Nevada,2952,0,4185,2209,321,249,0,0,0,0,298,112,0,1,0,0,0,0,0,0,0,0,0,0,10327
2018-05,New Hampshire,2339,0,4707,2524,165,10,21,0,0,3,1,12,0,83,6,0,0,0,0,4,0,0,0,0,9875
2018-05,New Jersey,0,0,4983,2810,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8037
2018-05,New Mexico,1130,0,5296,3355,497,268,1,5,8,0,426,387,2,38,0,0,0,0,11,6,1,0,1,0,11432
2018-05,New York,2877,1077,8916,10491,1109,215,0,1,1,2,56,31,2,32,35,1,6,8,385,331,18,13,14,0,25621
2018-05,North Carolina,28921,0,1322,8298,903,180,0,14,16,2,1853,1626,8,0,0,0,13,5,9,32,5,1,3,0,43211
2018-05,North Dakota,1022,0,1327,1829,97,71,3,1,5,1,73,95,2,0,0,0,0,0,3,10,0,0,0,0,4539
2018-05,Ohio,17766,366,18830,10891,1395,756,0,5,5,0,1076,517,4,47,5,0,0,0,40,24,5,0,2,0,51734
2018-05,Oklahoma,5,0,9964,6610,1135,840,16,27,13,0,1661,1308,12,0,0,0,0,0,55,44,6,1,0,0,21697
2018-05,Oregon,5774,7,13221,9111,0,3,6,0,0,0,0,0,0,125,57,1,0,0,0,0,0,0,0,0,28305
2018-05,Pennsylvania,23778,0,39765,10670,31,0,363,0,0,0,0,0,0,603,86,0,0,0,0,0,0,0,0,0,75296
2018-05,Puerto Rico,0,0,2187,230,155,28,0,0,1,0,6,4,0,0,0,0,0,0,1,2,0,2,0,0,2616
2018-05,Rhode Island,0,0,977,610,90,164,0,0,0,0,5,2,0,7,2,8,0,0,12,8,1,0,1,0,1887
2018-05,South Carolina,2725,15,7883,3855,657,414,1,10,3,1,927,512,3,55,13,1,0,0,16,10,2,0,0,0,17103
2018-05,South Dakota,846,0,1874,2351,195,122,0,3,3,0,141,157,1,0,0,0,0,0,13,12,2,0,0,0,5720
2018-05,Tennessee,18763,0,20549,10028,1205,0,0,0,0,0,0,0,0,58,10,0,0,0,0,0,0,0,0,0,50613
2018-05,Texas,32974,0,37893,24419,3348,2260,699,47,37,2,5928,3236,53,59,3,0,0,0,111,75,13,0,2,0,111159
2018-05,Utah,24171,153,3202,3025,317,0,0,1,1,0,250,286,0,162,36,34,0,0,0,0,0,0,0,0,31638
